ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
231941_s_at,1.56E-02,9.70E-03,-2.63663,-4.128143,-0.8530611,MUC20,"mucin 20, cell surface associated"
204291_at,1.56E-02,9.70E-03,2.636521,-4.128414,0.329205,ZNF518A,zinc finger protein 518A
227541_at,1.56E-02,9.73E-03,-2.635236,-4.131605,-0.2589576,WDR20,WD repeat domain 20
227964_at,1.57E-02,9.73E-03,-2.635146,-4.131828,-0.2914081,FRMD8,FERM domain containing 8
213099_at,1.57E-02,9.75E-03,2.634732,-4.132857,0.1996719,ANGEL1,angel homolog 1
206200_s_at,1.57E-02,9.75E-03,2.634695,-4.132949,0.3330967,ANXA11,annexin A11
205531_s_at,1.57E-02,9.75E-03,-2.634512,-4.133402,-0.4535181,GLS2,glutaminase 2
230536_at,1.57E-02,9.77E-03,2.634012,-4.134644,0.2287941,PBX4,PBX homeobox 4
221588_x_at,1.57E-02,9.77E-03,2.633949,-4.1348,0.5146965,ALDH6A1,aldehyde dehydrogenase 6 family member A1
243659_at,1.57E-02,9.77E-03,2.633904,-4.134911,0.436,,
212114_at,1.58E-02,9.81E-03,2.63253,-4.13832,0.2069834,ATXN7L3B,ataxin 7 like 3B
210592_s_at,1.58E-02,9.81E-03,2.632508,-4.138373,0.1972481,SAT1,spermidine/spermine N1-acetyltransferase 1
218932_at,1.58E-02,9.81E-03,-2.632299,-4.138892,-0.3800523,ZNHIT6,zinc finger HIT-type containing 6
202146_at,1.58E-02,9.83E-03,2.631677,-4.140434,0.3919126,IFRD1,interferon related developmental regulator 1
239412_at,1.58E-02,9.84E-03,2.631389,-4.141149,0.5734603,IRF5,interferon regulatory factor 5
206037_at,1.58E-02,9.84E-03,2.631226,-4.141553,0.1862454,KYAT1,kynurenine aminotransferase 1
207338_s_at,1.58E-02,9.84E-03,2.63111,-4.14184,0.2256249,ZNF200,zinc finger protein 200
222868_s_at,1.58E-02,9.85E-03,2.630932,-4.142283,0.4671832,IL18BP,interleukin 18 binding protein
225823_at,1.58E-02,9.86E-03,-2.630609,-4.143082,-0.2027403,C19orf70,chromosome 19 open reading frame 70
242281_at,1.58E-02,9.86E-03,2.630594,-4.14312,0.4869434,GLUL,glutamate-ammonia ligase
202901_x_at,1.58E-02,9.87E-03,2.630241,-4.143995,0.4631334,CTSS,cathepsin S
212458_at,1.58E-02,9.87E-03,2.630189,-4.144124,0.4072767,SPRED2,sprouty related EVH1 domain containing 2
230157_at,1.58E-02,9.87E-03,-2.63015,-4.144219,-0.2375129,CDH24,cadherin 24
1565567_at,1.59E-02,9.87E-03,2.630097,-4.144351,0.3689213,,
238005_s_at,1.59E-02,9.87E-03,2.630053,-4.14446,0.3411556,SIN3A,SIN3 transcription regulator family member A
201373_at,1.59E-02,9.92E-03,2.628169,-4.149127,0.3234699,PLEC,plectin
224688_at,1.59E-02,9.93E-03,2.627951,-4.149667,0.265831,TMEM248,transmembrane protein 248
222918_at,1.60E-02,9.96E-03,2.62698,-4.152072,0.3279865,RAB9B,"RAB9B, member RAS oncogene family"
224284_x_at,1.60E-02,9.96E-03,-2.626822,-4.152463,-0.1747282,FKSG49,FKSG49
220044_x_at,1.60E-02,9.98E-03,2.626053,-4.154366,0.2045692,LUC7L3,LUC7 like 3 pre-mRNA splicing factor
212716_s_at,1.60E-02,9.98E-03,-2.625952,-4.154617,-0.2445297,EIF3K,eukaryotic translation initiation factor 3 subunit K
221478_at,1.60E-02,9.99E-03,2.6259,-4.154746,0.3206804,BNIP3L,BCL2 interacting protein 3 like
204480_s_at,1.60E-02,9.99E-03,-2.62579,-4.155016,-0.363156,C9orf16,chromosome 9 open reading frame 16
222751_at,1.60E-02,9.99E-03,2.625782,-4.155037,0.1872021,HERPUD2,HERPUD family member 2
229590_at,1.60E-02,1.00E-02,2.625461,-4.155832,0.374894,SNORD68///RPL13,"small nucleolar RNA, C/D box 68///ribosomal protein L13"
213001_at,1.60E-02,1.00E-02,-2.625407,-4.155965,-0.5476856,ANGPTL2,angiopoietin like 2
202937_x_at,1.60E-02,1.00E-02,-2.625374,-4.156047,-0.4026015,RRP7A,ribosomal RNA processing 7 homolog A
233090_at,1.61E-02,1.00E-02,-2.625099,-4.156726,-0.4177262,,
244015_at,1.61E-02,1.00E-02,2.624791,-4.157488,0.3315928,,
227405_s_at,1.61E-02,1.00E-02,2.624787,-4.1575,0.4511433,MIR4683///FZD8,microRNA 4683///frizzled class receptor 8
212094_at,1.61E-02,1.00E-02,2.624279,-4.158756,1.1412647,PEG10,paternally expressed 10
224855_at,1.61E-02,1.00E-02,-2.624238,-4.158856,-0.2366042,MIR6741///PYCR2,microRNA 6741///pyrroline-5-carboxylate reductase family member 2
232283_at,1.62E-02,1.01E-02,-2.622771,-4.162485,-0.5486828,LYSMD1,LysM domain containing 1
221470_s_at,1.62E-02,1.01E-02,-2.622707,-4.162644,-0.9913522,IL37,interleukin 37
223824_at,1.62E-02,1.01E-02,-2.622597,-4.162915,-0.3630297,RNLS,"renalase, FAD dependent amine oxidase"
210307_s_at,1.62E-02,1.01E-02,-2.622516,-4.163115,-0.1488219,KLHL25,kelch like family member 25
203641_s_at,1.62E-02,1.01E-02,2.622061,-4.16424,0.5037049,COBLL1,cordon-bleu WH2 repeat protein like 1
219066_at,1.62E-02,1.01E-02,-2.621489,-4.165653,-0.2238831,PPCDC,phosphopantothenoylcysteine decarboxylase
203368_at,1.62E-02,1.01E-02,2.621069,-4.166691,0.3147369,CRELD1,cysteine rich with EGF like domains 1
215068_s_at,1.62E-02,1.01E-02,-2.621005,-4.16685,-0.2236328,FBXL18,F-box and leucine rich repeat protein 18
212045_at,1.62E-02,1.01E-02,2.620871,-4.167181,0.1835994,GLG1,golgi glycoprotein 1
234032_at,1.63E-02,1.01E-02,2.620308,-4.168571,0.6004637,,
227376_at,1.63E-02,1.02E-02,2.619622,-4.170265,0.485541,GLI3,GLI family zinc finger 3
1554415_at,1.63E-02,1.02E-02,-2.619445,-4.170702,-0.3622415,TAF5L,TATA-box binding protein associated factor 5 like
219370_at,1.63E-02,1.02E-02,-2.618676,-4.1726,-0.2963347,RPRM,"reprimo, TP53 dependent G2 arrest mediator candidate"
37408_at,1.63E-02,1.02E-02,2.618594,-4.172804,0.4552094,MRC2,mannose receptor C type 2
216960_s_at,1.64E-02,1.02E-02,-2.617978,-4.174323,-0.2100981,ZNF133,zinc finger protein 133
227298_at,1.64E-02,1.02E-02,2.617496,-4.175513,0.3104141,TRAM2-AS1,TRAM2 antisense RNA 1 (head to head)
218246_at,1.64E-02,1.02E-02,2.616742,-4.177375,0.1330453,MUL1,mitochondrial E3 ubiquitin protein ligase 1
244777_at,1.64E-02,1.02E-02,2.616677,-4.177534,0.2175685,DCP2,decapping mRNA 2
235882_at,1.64E-02,1.02E-02,2.616595,-4.177736,0.3701938,VPS53,"VPS53, GARP complex subunit"
242743_at,1.64E-02,1.02E-02,2.61642,-4.178169,0.1864256,,
205552_s_at,1.64E-02,1.03E-02,-2.616274,-4.178528,-0.6717093,OAS1,2'-5'-oligoadenylate synthetase 1
211992_at,1.64E-02,1.03E-02,2.61597,-4.179277,0.2755052,WNK1,WNK lysine deficient protein kinase 1
202521_at,1.64E-02,1.03E-02,-2.615739,-4.179848,-0.1397813,CTCF,CCCTC-binding factor
225448_at,1.64E-02,1.03E-02,2.615713,-4.179913,0.2991962,NAPG,NSF attachment protein gamma
212531_at,1.65E-02,1.03E-02,-2.615425,-4.180622,-0.9711766,LCN2,lipocalin 2
203583_at,1.65E-02,1.03E-02,-2.615325,-4.180868,-0.1988908,UNC50,unc-50 inner nuclear membrane RNA binding protein
204083_s_at,1.65E-02,1.03E-02,2.61519,-4.181203,0.4420887,TPM2,tropomyosin 2 (beta)
224250_s_at,1.65E-02,1.03E-02,2.615061,-4.181519,0.2630882,SECISBP2,SECIS binding protein 2
218675_at,1.65E-02,1.03E-02,2.614771,-4.182235,0.2574698,SLC22A17,solute carrier family 22 member 17
204585_s_at,1.65E-02,1.03E-02,-2.614756,-4.182272,-0.1314461,L1CAM,L1 cell adhesion molecule
209444_at,1.65E-02,1.03E-02,-2.614371,-4.18322,-0.2465897,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1
228786_at,1.65E-02,1.03E-02,-2.614183,-4.183685,-0.2091971,SVIL-AS1///PTCHD3P1,SVIL antisense RNA 1///patched domain containing 3 pseudogene 1
212943_at,1.65E-02,1.03E-02,2.614078,-4.183944,0.2267886,C2CD5,C2 calcium dependent domain containing 5
205497_at,1.65E-02,1.03E-02,2.613744,-4.184766,0.2238023,ZNF175,zinc finger protein 175
212651_at,1.65E-02,1.03E-02,2.613659,-4.184976,0.4702508,RHOBTB1,Rho related BTB domain containing 1
217881_s_at,1.65E-02,1.03E-02,-2.613537,-4.185277,-0.3010364,CDC27,cell division cycle 27
212934_at,1.65E-02,1.03E-02,-2.613333,-4.18578,-0.2196224,UBXN2B,UBX domain protein 2B
202884_s_at,1.65E-02,1.03E-02,-2.613282,-4.185906,-0.3632221,PPP2R1B,protein phosphatase 2 scaffold subunit Abeta
219779_at,1.66E-02,1.04E-02,-2.612417,-4.188037,-0.3904386,ZFHX4,zinc finger homeobox 4
218685_s_at,1.66E-02,1.04E-02,-2.612228,-4.188502,-0.3961657,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1
206033_s_at,1.66E-02,1.04E-02,-2.611757,-4.189662,-1.4328809,DSC3,desmocollin 3
222641_s_at,1.66E-02,1.04E-02,-2.611367,-4.190624,-0.2251307,FAM222B,family with sequence similarity 222 member B
218404_at,1.66E-02,1.04E-02,2.611133,-4.191199,0.4926571,SNX10,sorting nexin 10
36742_at,1.66E-02,1.04E-02,-2.611014,-4.191493,-0.2979457,TRIM15,tripartite motif containing 15
204496_at,1.67E-02,1.04E-02,-2.610153,-4.193613,-0.3045131,STRN3,striatin 3
201213_at,1.67E-02,1.05E-02,2.609207,-4.195942,0.1599951,PPP1R7,protein phosphatase 1 regulatory subunit 7
219131_at,1.67E-02,1.05E-02,-2.608911,-4.196669,-0.2058598,UBIAD1,UbiA prenyltransferase domain containing 1
1555543_a_at,1.67E-02,1.05E-02,-2.608892,-4.196716,-0.2938761,CLCC1,chloride channel CLIC like 1
206238_s_at,1.67E-02,1.05E-02,-2.608658,-4.197291,-0.2914079,YAF2,YY1 associated factor 2
242256_x_at,1.68E-02,1.05E-02,-2.607982,-4.198956,-0.0871082,,
210811_s_at,1.68E-02,1.05E-02,-2.607269,-4.200709,-0.2382325,DDX49,DEAD-box helicase 49
204951_at,1.68E-02,1.05E-02,-2.607061,-4.201221,-0.6473103,RHOH,ras homolog family member H
222998_at,1.68E-02,1.05E-02,2.606979,-4.201421,0.2527817,MAF1,"MAF1 homolog, negative regulator of RNA polymerase III"
210935_s_at,1.68E-02,1.05E-02,2.606552,-4.202473,0.4350612,WDR1,WD repeat domain 1
222579_at,1.68E-02,1.05E-02,-2.606531,-4.202524,-0.2081997,UBA5,ubiquitin like modifier activating enzyme 5
220483_s_at,1.68E-02,1.05E-02,-2.606421,-4.202794,-0.2564405,RNF19A,"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
235451_at,1.68E-02,1.05E-02,-2.606267,-4.203172,-0.2894678,SMAD5,SMAD family member 5
212276_at,1.69E-02,1.05E-02,2.605999,-4.203831,0.3412722,LPIN1,lipin 1
232370_at,1.69E-02,1.05E-02,2.605833,-4.20424,0.4024941,,
202093_s_at,1.69E-02,1.06E-02,-2.605647,-4.204696,-0.2665786,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component"
202126_at,1.69E-02,1.06E-02,-2.605404,-4.205294,-0.2016642,PRPF4B,pre-mRNA processing factor 4B
205830_at,1.69E-02,1.06E-02,-2.605372,-4.205372,-1.0037098,CLGN,calmegin
204198_s_at,1.69E-02,1.06E-02,2.605283,-4.205591,0.5739087,RUNX3,runt related transcription factor 3
244313_at,1.69E-02,1.06E-02,2.605219,-4.205748,0.5419102,CR1,complement component 3b/4b receptor 1 (Knops blood group)
238959_at,1.69E-02,1.06E-02,-2.604833,-4.206697,-0.2686726,LARP4,La ribonucleoprotein domain family member 4
52255_s_at,1.69E-02,1.06E-02,2.60465,-4.207147,0.4577464,COL5A3,collagen type V alpha 3 chain
219618_at,1.69E-02,1.06E-02,-2.604614,-4.207235,-0.2074405,IRAK4,interleukin 1 receptor associated kinase 4
224298_s_at,1.69E-02,1.06E-02,-2.604589,-4.207296,-0.2076579,UBAC2,UBA domain containing 2
221568_s_at,1.69E-02,1.06E-02,2.60445,-4.207639,0.1906082,LIN7C,"lin-7 homolog C, crumbs cell polarity complex component"
212635_at,1.69E-02,1.06E-02,2.604435,-4.207676,0.2286273,TNPO1,transportin 1
202756_s_at,1.69E-02,1.06E-02,-2.604314,-4.207973,-0.7840138,GPC1,glypican 1
212093_s_at,1.69E-02,1.06E-02,2.604293,-4.208023,0.5381417,MTUS1,microtubule associated tumor suppressor 1
204909_at,1.69E-02,1.06E-02,-2.604034,-4.208661,-0.3159395,DDX6,DEAD-box helicase 6
221573_at,1.70E-02,1.06E-02,-2.603029,-4.211129,-0.2413576,C7orf25///PSMA2,chromosome 7 open reading frame 25///proteasome subunit alpha 2
213341_at,1.70E-02,1.07E-02,2.602334,-4.212835,0.3299805,FEM1C,fem-1 homolog C
219289_at,1.70E-02,1.07E-02,-2.602314,-4.212884,-0.1944956,HEATR3,HEAT repeat containing 3
206582_s_at,1.70E-02,1.07E-02,-2.602049,-4.213535,-0.3015242,ADGRG1,adhesion G protein-coupled receptor G1
226911_at,1.70E-02,1.07E-02,-2.601658,-4.214495,-0.3633877,EGFLAM,"EGF like, fibronectin type III and laminin G domains"
209471_s_at,1.70E-02,1.07E-02,2.601631,-4.214561,0.3071058,FNTA,"farnesyltransferase, CAAX box, alpha"
235160_at,1.70E-02,1.07E-02,-2.601618,-4.214592,-0.1451483,ATF7,activating transcription factor 7
1559502_s_at,1.70E-02,1.07E-02,2.601332,-4.215296,0.3260966,LRRC25,leucine rich repeat containing 25
200976_s_at,1.70E-02,1.07E-02,-2.601262,-4.215466,-0.2586225,TAX1BP1,Tax1 binding protein 1
216083_s_at,1.71E-02,1.07E-02,-2.600739,-4.21675,-0.1083487,NEU3,neuraminidase 3
226412_at,1.71E-02,1.07E-02,2.600413,-4.21755,0.5114923,PNISR,PNN interacting serine and arginine rich protein
218078_s_at,1.71E-02,1.07E-02,2.600367,-4.217664,0.3519642,ZDHHC3,zinc finger DHHC-type containing 3
1554229_at,1.71E-02,1.07E-02,2.600046,-4.218451,0.2177905,CREBRF,CREB3 regulatory factor
209641_s_at,1.71E-02,1.07E-02,-2.600003,-4.218556,-0.7261893,ABCC3,ATP binding cassette subfamily C member 3
215236_s_at,1.71E-02,1.07E-02,2.599713,-4.219267,0.4622174,PICALM,phosphatidylinositol binding clathrin assembly protein
211362_s_at,1.71E-02,1.07E-02,-2.599699,-4.219304,-0.7886882,SERPINB13,serpin family B member 13
201429_s_at,1.71E-02,1.07E-02,-2.59958,-4.219594,-0.0708607,RPL37A,ribosomal protein L37a
212901_s_at,1.71E-02,1.07E-02,-2.59907,-4.220844,-0.277628,CSTF2T,"cleavage stimulation factor subunit 2, tau variant"
232529_at,1.72E-02,1.08E-02,2.598583,-4.222041,0.3571803,SP3,Sp3 transcription factor
242341_x_at,1.72E-02,1.08E-02,2.598287,-4.222765,0.1518161,GLYCTK,glycerate kinase
221931_s_at,1.72E-02,1.08E-02,-2.598035,-4.223383,-0.3795727,SEH1L,SEH1 like nucleoporin
203875_at,1.72E-02,1.08E-02,-2.597826,-4.223896,-0.5261114,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
224359_s_at,1.72E-02,1.08E-02,-2.597779,-4.22401,-0.2631833,HOOK3,hook microtubule tethering protein 3
209429_x_at,1.72E-02,1.08E-02,-2.597169,-4.225506,-0.1504018,EIF2B4,eukaryotic translation initiation factor 2B subunit delta
205403_at,1.72E-02,1.08E-02,-2.596844,-4.226303,-0.9387027,IL1R2,interleukin 1 receptor type 2
202349_at,1.73E-02,1.08E-02,-2.596493,-4.227164,-0.1779538,TOR1A,torsin family 1 member A
1554795_a_at,1.73E-02,1.08E-02,-2.596248,-4.227764,-0.3196322,FBLIM1,filamin binding LIM protein 1
213214_x_at,1.73E-02,1.09E-02,-2.595238,-4.230239,-0.0862633,ACTG1///ACTB,actin gamma 1///actin beta
241224_x_at,1.73E-02,1.09E-02,-2.594716,-4.231518,-0.7616932,DSCR8,Down syndrome critical region 8
222637_at,1.74E-02,1.09E-02,-2.592731,-4.236377,-0.3683018,COMMD10,COMM domain containing 10
217927_at,1.74E-02,1.09E-02,-2.592699,-4.236453,-0.1615576,SPCS1,signal peptidase complex subunit 1
243110_x_at,1.74E-02,1.09E-02,-2.592301,-4.23743,-1.0783836,NPW,neuropeptide W
218221_at,1.75E-02,1.10E-02,2.59208,-4.23797,0.2810852,ARNT,aryl hydrocarbon receptor nuclear translocator
230682_x_at,1.75E-02,1.10E-02,-2.59155,-4.239267,-0.4981102,ABCC3,ATP binding cassette subfamily C member 3
208692_at,1.75E-02,1.10E-02,-2.591373,-4.239698,-0.1467487,RPS3,ribosomal protein S3
216863_s_at,1.75E-02,1.10E-02,-2.591308,-4.239859,-0.2824116,MORC2,MORC family CW-type zinc finger 2
1568704_a_at,1.75E-02,1.10E-02,2.591233,-4.240042,0.1019126,CHERP,calcium homeostasis endoplasmic reticulum protein
208828_at,1.75E-02,1.10E-02,-2.591207,-4.240106,-0.3035039,POLE3,"DNA polymerase epsilon 3, accessory subunit"
1555981_at,1.75E-02,1.10E-02,-2.590757,-4.241206,-0.2087857,ASB16-AS1,ASB16 antisense RNA 1
224938_at,1.75E-02,1.10E-02,2.590149,-4.242692,0.2433035,NUFIP2,"NUFIP2, FMR1 interacting protein 2"
225134_at,1.76E-02,1.10E-02,2.589771,-4.243618,0.2230004,SPRYD3,SPRY domain containing 3
238068_at,1.76E-02,1.10E-02,2.589754,-4.243659,0.1866843,,
209626_s_at,1.76E-02,1.11E-02,-2.588053,-4.247816,-0.4241872,OSBPL3,oxysterol binding protein like 3
215051_x_at,1.77E-02,1.11E-02,2.587693,-4.248695,0.4456537,AIF1,allograft inflammatory factor 1
217724_at,1.77E-02,1.11E-02,-2.587595,-4.248936,-0.2367333,SERBP1,SERPINE1 mRNA binding protein 1
221583_s_at,1.77E-02,1.11E-02,2.587558,-4.249025,0.4803714,KCNMA1,potassium calcium-activated channel subfamily M alpha 1
225297_at,1.77E-02,1.11E-02,-2.587449,-4.249291,-0.3673839,HAUS1,HAUS augmin like complex subunit 1
242476_at,1.77E-02,1.11E-02,2.586529,-4.251538,0.8098132,,
211009_s_at,1.77E-02,1.11E-02,2.585712,-4.253535,0.2682675,ZNF271P,"zinc finger protein 271, pseudogene"
208831_x_at,1.77E-02,1.11E-02,2.585673,-4.253629,0.2307309,SUPT6H,"SPT6 homolog, histone chaperone"
205527_s_at,1.77E-02,1.11E-02,-2.585562,-4.253902,-0.4007262,GEMIN4,gem nuclear organelle associated protein 4
223233_s_at,1.78E-02,1.12E-02,2.585424,-4.254237,0.745261,CGN,cingulin
207176_s_at,1.78E-02,1.12E-02,-2.58502,-4.255223,-0.2290709,CD80,CD80 molecule
217890_s_at,1.78E-02,1.12E-02,2.584875,-4.255578,0.2933533,PARVA,parvin alpha
200015_s_at,1.78E-02,1.12E-02,2.584661,-4.2561,0.1212349,2-Sep,septin 2
1556014_at,1.78E-02,1.12E-02,2.584435,-4.256652,0.2155595,MESP2,mesoderm posterior bHLH transcription factor 2
38069_at,1.78E-02,1.12E-02,-2.584171,-4.257295,-0.2005923,CLCN7,chloride voltage-gated channel 7
212341_at,1.78E-02,1.12E-02,-2.58414,-4.257371,-0.2004531,YIPF6,Yip1 domain family member 6
225481_at,1.78E-02,1.12E-02,-2.584117,-4.257428,-0.690552,FRMD6,FERM domain containing 6
201991_s_at,1.78E-02,1.12E-02,-2.583516,-4.258895,-0.179442,KIF5B,kinesin family member 5B
220195_at,1.79E-02,1.12E-02,-2.582547,-4.261258,-0.3553622,MBD5,methyl-CpG binding domain protein 5
209583_s_at,1.79E-02,1.12E-02,2.582351,-4.261735,0.4541976,CD200,CD200 molecule
37145_at,1.79E-02,1.12E-02,2.58228,-4.261908,0.7459397,GNLY,granulysin
217503_at,1.79E-02,1.13E-02,-2.581796,-4.263088,-0.3485627,STK17B,serine/threonine kinase 17b
212823_s_at,1.79E-02,1.13E-02,-2.58166,-4.263421,-0.2883469,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3
201146_at,1.79E-02,1.13E-02,2.581234,-4.264458,0.2711444,NFE2L2,"nuclear factor, erythroid 2 like 2"
233221_at,1.79E-02,1.13E-02,-2.581159,-4.264642,-0.1588524,DEFB118,defensin beta 118
222804_x_at,1.79E-02,1.13E-02,-2.581043,-4.264924,-0.3764937,DCAF10,DDB1 and CUL4 associated factor 10
205538_at,1.80E-02,1.13E-02,-2.579826,-4.267892,-0.4267149,CORO2A,coronin 2A
224534_at,1.80E-02,1.13E-02,-2.579817,-4.267914,-0.3977053,KREMEN1,kringle containing transmembrane protein 1
204752_x_at,1.80E-02,1.13E-02,-2.579803,-4.267946,-0.2664221,PARP2,poly(ADP-ribose) polymerase 2
227840_at,1.80E-02,1.13E-02,-2.579777,-4.26801,-0.3238092,C2orf76,chromosome 2 open reading frame 76
224312_x_at,1.80E-02,1.13E-02,2.579726,-4.268135,0.1695685,CPSF3L,cleavage and polyadenylation specific factor 3-like
1555330_at,1.80E-02,1.13E-02,-2.579201,-4.269415,-0.3385792,GCLC,glutamate-cysteine ligase catalytic subunit
226292_at,1.80E-02,1.14E-02,-2.578843,-4.270287,-0.4439785,CAPN5,calpain 5
210093_s_at,1.81E-02,1.14E-02,-2.578576,-4.270936,-0.2828287,MAGOHB///MAGOH,"mago homolog B, exon junction complex core component///mago homolog, exon junction complex core component"
203011_at,1.81E-02,1.14E-02,-2.578193,-4.271869,-0.2445319,IMPA1,inositol monophosphatase 1
218417_s_at,1.81E-02,1.14E-02,2.577266,-4.274126,0.5028419,SLC48A1,solute carrier family 48 member 1
222590_s_at,1.82E-02,1.14E-02,-2.576347,-4.276364,-0.2517094,NLK,nemo like kinase
223392_s_at,1.82E-02,1.14E-02,2.576235,-4.276636,0.3847189,TSHZ3,teashirt zinc finger homeobox 3
226714_at,1.82E-02,1.15E-02,-2.57558,-4.278229,-0.2400196,SAMD4B,sterile alpha motif domain containing 4B
203566_s_at,1.82E-02,1.15E-02,-2.575197,-4.279161,-0.2865678,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
201884_at,1.82E-02,1.15E-02,-2.575067,-4.279477,-1.6005604,CEACAM5,carcinoembryonic antigen related cell adhesion molecule 5
228772_at,1.82E-02,1.15E-02,2.574558,-4.280717,0.5958346,HNMT,histamine N-methyltransferase
210951_x_at,1.83E-02,1.15E-02,-2.574359,-4.281199,-0.3847135,RAB27A,"RAB27A, member RAS oncogene family"
206509_at,1.83E-02,1.15E-02,2.574238,-4.281496,0.6093387,PIP,prolactin induced protein
226259_at,1.83E-02,1.15E-02,2.574136,-4.281743,0.2875455,EXOC6,exocyst complex component 6
222279_at,1.83E-02,1.15E-02,2.573748,-4.282687,0.2332773,HLA-F-AS1,HLA-F antisense RNA 1
226968_at,1.83E-02,1.15E-02,2.573599,-4.283049,0.2819308,KIF1B,kinesin family member 1B
220661_s_at,1.83E-02,1.15E-02,-2.573337,-4.283687,-0.2323632,ZNF692,zinc finger protein 692
202813_at,1.83E-02,1.15E-02,-2.573199,-4.28402,-0.2399935,TARBP1,TAR (HIV-1) RNA binding protein 1
206139_at,1.84E-02,1.16E-02,-2.572085,-4.286728,-0.2488005,PI4KB,phosphatidylinositol 4-kinase beta
209149_s_at,1.84E-02,1.16E-02,-2.57174,-4.287567,-0.2328476,TM9SF1,transmembrane 9 superfamily member 1
228446_at,1.84E-02,1.16E-02,2.570834,-4.289769,0.2756028,KIAA2026,KIAA2026
203289_s_at,1.84E-02,1.16E-02,2.570732,-4.290017,0.2420921,NPRL3,"NPR3 like, GATOR1 complex subunit"
224661_at,1.84E-02,1.16E-02,-2.570212,-4.291279,-0.2115833,PYURF///PIGY,PIGY upstream reading frame///phosphatidylinositol glycan anchor biosynthesis class Y
223333_s_at,1.85E-02,1.16E-02,-2.56983,-4.292207,-0.6684821,ANGPTL4,angiopoietin like 4
201076_at,1.85E-02,1.16E-02,-2.56936,-4.293348,-0.1432813,SNU13,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)"
1570198_x_at,1.85E-02,1.17E-02,-2.568897,-4.294473,-0.1129296,,
225125_at,1.85E-02,1.17E-02,2.568334,-4.295839,0.1855917,MMGT1,membrane magnesium transporter 1
202429_s_at,1.85E-02,1.17E-02,2.56811,-4.296383,0.2396304,PPP3CA,protein phosphatase 3 catalytic subunit alpha
219953_s_at,1.86E-02,1.17E-02,-2.567849,-4.297017,-0.2991981,AKIP1,A-kinase interacting protein 1
243423_at,1.86E-02,1.17E-02,2.567102,-4.29883,0.2198097,TNIP1,TNFAIP3 interacting protein 1
221924_at,1.86E-02,1.17E-02,-2.566367,-4.300612,-0.2079624,ZMIZ2,zinc finger MIZ-type containing 2
206042_x_at,1.86E-02,1.18E-02,2.566017,-4.301461,0.4400794,SNURF///SNRPN,SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N
202055_at,1.87E-02,1.18E-02,2.565798,-4.301992,0.2535289,KPNA1,karyopherin subunit alpha 1
208819_at,1.87E-02,1.18E-02,2.56553,-4.302642,0.241829,RAB8A,"RAB8A, member RAS oncogene family"
239481_at,1.87E-02,1.18E-02,-2.565303,-4.303192,-0.8095852,FAM133A,family with sequence similarity 133 member A
215792_s_at,1.87E-02,1.18E-02,2.565069,-4.303761,0.1992772,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11
212585_at,1.87E-02,1.18E-02,2.56505,-4.303806,0.2143745,OSBPL8,oxysterol binding protein like 8
226264_at,1.88E-02,1.18E-02,2.563695,-4.30709,0.3536294,SUSD1,sushi domain containing 1
200669_s_at,1.88E-02,1.18E-02,-2.563529,-4.307493,-0.2360998,UBE2D3,ubiquitin conjugating enzyme E2 D3
227574_at,1.88E-02,1.19E-02,2.562836,-4.30917,0.3363016,OBSL1,obscurin like 1
214169_at,1.88E-02,1.19E-02,-2.562764,-4.309346,-0.4530692,SUN1,Sad1 and UNC84 domain containing 1
232083_at,1.88E-02,1.19E-02,-2.562296,-4.310479,-0.5652248,KIF16B,kinesin family member 16B
209166_s_at,1.88E-02,1.19E-02,2.562195,-4.310725,0.2958349,MAN2B1,mannosidase alpha class 2B member 1
1558117_s_at,1.89E-02,1.19E-02,2.561485,-4.312445,0.4162957,USP31,ubiquitin specific peptidase 31
65493_at,1.89E-02,1.19E-02,-2.561482,-4.31245,-0.2694495,HEATR6,HEAT repeat containing 6
213594_x_at,1.89E-02,1.19E-02,-2.561069,-4.31345,-0.2297814,SRSF10,serine and arginine rich splicing factor 10
240297_at,1.89E-02,1.19E-02,2.56093,-4.313788,0.40951,,
212888_at,1.89E-02,1.19E-02,2.560926,-4.313798,0.188148,DICER1,"dicer 1, ribonuclease III"
209494_s_at,1.89E-02,1.19E-02,-2.560599,-4.314588,-0.2852924,PATZ1,POZ/BTB and AT hook containing zinc finger 1
206478_at,1.89E-02,1.19E-02,-2.5603,-4.315312,-0.5949961,FAM30A,"family with sequence similarity 30, member A"
204374_s_at,1.90E-02,1.20E-02,-2.559448,-4.317374,-0.2297681,GALK1,galactokinase 1
